,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,TOTALAREA_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,WEEKDAY_APPR_PROCESS_START,ORGANIZATION_TYPE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE
8516,1,202500.0,2013840.0,62509.5,1800000.0,0.072508,-16359,-3023,-4877.0,-4349,7.0,1,1,0,1,0,0,3.0,1,1,18,0,0,0,0,0,0,0.6403873518825548,0.7886464627632905,0.3622772470384314,0.4021,0.2425,0.993,0.9048,0.2151,0.48,0.2069,0.6667,0.7083,0.0,0.3278,0.4994,0.0,0.0078,0.4097,0.2517,0.993,0.9085,0.2171,0.4834,0.2069,0.6667,0.7083,0.0,0.3581,0.5203,0.0,0.0083,0.406,0.2425,0.993,0.9061,0.2165,0.48,0.2069,0.6667,0.7083,0.0,0.3335,0.5084,0.0,0.008,0.3945,1.0,1.0,1.0,1.0,-2542.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,6,0,4,1,1,10,6,0,3,0,4,0
8584,0,315000.0,1726866.0,71397.0,1543500.0,0.020246,-14415,-1386,-4057.0,-4686,2.0,1,1,0,1,0,1,2.0,3,3,7,0,0,0,0,0,0,0.7282090472550228,0.107365967638809,0.5919766183185521,0.0722,0.1006,0.993,0.9048,0.0098,0.0,0.1379,0.1667,0.2083,0.0723,0.0588,0.0792,0.0,0.0,0.0735,0.1044,0.993,0.9085,0.0099,0.0,0.1379,0.1667,0.2083,0.074,0.0643,0.0825,0.0,0.0,0.0729,0.1006,0.993,0.9061,0.0098,0.0,0.1379,0.1667,0.2083,0.0736,0.0599,0.0806,0.0,0.0,0.0676,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,6,2,1,1,1,10,1,5,2,0,4,0
8585,0,180000.0,450000.0,35554.5,450000.0,0.025164,-9760,-3180,-7977.0,-1769,8.0,1,1,1,1,0,0,2.0,2,2,8,0,0,0,0,0,0,0.2855227423931276,0.2518770396779223,0.3589512285783967,0.1639,0.1139,0.9886,0.8436,0.1064,0.16,0.1379,0.375,0.4167,0.014,0.1328,0.1905,0.0039,0.027,0.1669999999999999,0.1182,0.9886,0.8497,0.1074,0.1611,0.1379,0.375,0.4167,0.0143,0.1451,0.1985,0.0039,0.0286,0.1655,0.1139,0.9886,0.8457,0.1071,0.16,0.1379,0.375,0.4167,0.0142,0.1351,0.1939,0.0039,0.0275,0.2139,0.0,0.0,0.0,0.0,-1108.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,0,1,6,2,4,1,1,8,3,4,2,0,0,0
8692,0,427500.0,1347750.0,43474.5,1125000.0,0.010006,-15157,-4487,-2489.0,-4673,3.0,1,1,1,1,1,1,2.0,2,2,9,0,0,0,0,1,1,0.3205489988456422,0.6474476579512872,0.4294236843421945,0.0165,0.0,0.9846,0.7892,0.0037,0.0,0.069,0.0417,0.0417,0.0,0.0134,0.0221,0.0,0.0093,0.0168,0.0,0.9846,0.7975,0.0038,0.0,0.069,0.0417,0.0417,0.0,0.0147,0.0231,0.0,0.0099,0.0167,0.0,0.9846,0.792,0.0037,0.0,0.069,0.0417,0.0417,0.0,0.0137,0.0225,0.0,0.0095,0.0174,5.0,0.0,5.0,0.0,-2352.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,1,0,0,6,2,4,1,2,6,2,10,0,0,6,0
8718,2,135000.0,66091.5,7843.5,54000.0,0.025164,-11084,-1387,-121.0,-274,4.0,1,1,0,1,0,0,4.0,2,2,13,0,0,0,0,0,0,0.2307359971809249,0.4724002764874421,0.4776491548517548,0.232,0.0562,0.9856,0.8028,0.015,0.08,0.069,0.3333,0.375,0.0227,0.1723,0.0971,0.0772,0.0445,0.2363,0.0584,0.9856,0.8105,0.0152,0.0806,0.069,0.3333,0.375,0.0232,0.1882,0.1011,0.0778,0.0471,0.2342,0.0562,0.9856,0.8054,0.0151,0.08,0.069,0.3333,0.375,0.0231,0.1753,0.0988,0.0776,0.0454,0.0985,12.0,0.0,12.0,0.0,-2189.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,0,1,0,1,6,2,4,1,1,4,0,5,2,0,5,0
8725,0,243000.0,497520.0,33246.0,450000.0,0.0196889999999999,-10176,-645,-2556.0,-2835,6.0,1,1,1,1,1,1,2.0,2,2,14,0,0,0,0,0,0,0.204500358659352,0.4829681620982723,0.3962195720630885,0.0907,0.081,0.9786,0.7076,0.0404,0.0,0.2069,0.1667,0.2083,0.0911,0.074,0.086,0.0039,0.0077,0.0924,0.0841,0.9786,0.7190000000000001,0.0408,0.0,0.2069,0.1667,0.2083,0.0932,0.0808,0.0896,0.0039,0.0082,0.0916,0.081,0.9786,0.7115,0.0407,0.0,0.2069,0.1667,0.2083,0.0927,0.0752,0.0876,0.0039,0.0079,0.0914,0.0,0.0,0.0,0.0,-920.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,0,4,1,1,8,0,17,2,0,4,0
8737,0,252000.0,539100.0,22968.0,450000.0,0.008019,-18096,-4242,-9822.0,-1633,4.0,1,1,0,1,0,0,2.0,2,2,18,0,0,0,0,0,0,0.4901679205329613,0.4296481102111682,0.5064842396679806,0.3464,0.0936,0.9846,0.7892,0.108,0.36,0.3103,0.3333,0.0417,0.1831,0.2816,0.2219,0.0039,0.1446,0.3529,0.0971,0.9846,0.7975,0.109,0.3625,0.3103,0.3333,0.0417,0.1873,0.3076,0.2312,0.0039,0.1531,0.3497,0.0936,0.9846,0.792,0.1087,0.36,0.3103,0.3333,0.0417,0.1863,0.2865,0.2259,0.0039,0.1477,0.3181,0.0,0.0,0.0,0.0,-374.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,1,0,1,6,2,4,1,1,3,6,38,2,0,5,0
8845,0,225000.0,900000.0,38133.0,900000.0,0.032561,-10342,-3751,-4822.0,-2504,9.0,1,1,1,1,1,0,1.0,1,1,12,0,0,0,0,0,0,0.5681247099730236,0.7709340279191345,0.6577838002083306,0.0845,0.084,0.9771,0.6872,0.0124,0.0,0.1379,0.1667,0.2083,0.0477,0.0672,0.069,0.0077,0.0043,0.0861,0.0872,0.9772,0.6994,0.0126,0.0,0.1379,0.1667,0.2083,0.0488,0.0735,0.0719,0.0078,0.0046,0.0854,0.084,0.9771,0.6914,0.0125,0.0,0.1379,0.1667,0.2083,0.0486,0.0684,0.0703,0.0078,0.0044,0.0552,0.0,0.0,0.0,0.0,-956.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,6,2,1,2,1,8,0,5,2,0,5,0
8847,0,360000.0,1542645.0,63661.5,1440000.0,0.04622,-19207,-634,-5961.0,-2766,2.0,1,1,0,1,0,0,2.0,1,1,10,0,1,1,0,0,0,0.5720892572741029,0.5788168780693591,0.4083588531230431,0.2227,0.1594,0.9801,0.728,0.4075,0.24,0.2069,0.3333,0.0417,0.0,0.1816,0.216,0.0,0.1652,0.2269,0.1654,0.9801,0.7387,0.4112,0.2417,0.2069,0.3333,0.0417,0.0,0.1983,0.2251,0.0,0.1749,0.2248,0.1594,0.9801,0.7316,0.4101,0.24,0.2069,0.3333,0.0417,0.0,0.1847,0.2199,0.0,0.1686,0.2228,1.0,0.0,1.0,0.0,-700.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,1,0,1,6,0,1,1,1,10,2,36,2,0,5,0
8883,0,270000.0,983160.0,65835.0,900000.0,0.025164,-10562,-1517,-4936.0,-2945,7.0,1,1,1,1,1,0,2.0,2,2,9,1,1,0,1,1,0,0.2125053474200161,0.3534297858996064,0.4118485559242397,0.1959,0.1491,0.9901,0.8640000000000001,0.1347,0.24,0.2069,0.375,0.4167,0.0,0.1597,0.2258,0.0,0.0,0.1996,0.1547,0.9901,0.8693,0.1359,0.2417,0.2069,0.375,0.4167,0.0,0.1745,0.2352,0.0,0.0,0.1978,0.1491,0.9901,0.8658,0.1355,0.24,0.2069,0.375,0.4167,0.0,0.1625,0.2298,0.0,0.0,0.2512,0.0,0.0,0.0,0.0,-1046.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,6,0,2,0,5,14,5,5,2,0,4,0
8890,0,112500.0,229500.0,17887.5,229500.0,0.028663,-15217,-1824,-2195.0,-4179,7.0,1,1,0,1,0,0,2.0,2,2,10,0,0,0,0,0,0,0.5754853529198989,0.4352620623804646,0.6512602186973006,0.0474,0.0061,0.9816,0.7484,0.0617,0.02,0.1034,0.1875,0.2292,0.029,0.0387,0.0183,0.0,0.0,0.021,0.0,0.9712,0.621,0.0203,0.0,0.0345,0.0417,0.0833,0.021,0.0184,0.0084,0.0,0.0,0.0479,0.0061,0.9816,0.7518,0.0621,0.02,0.1034,0.1875,0.2292,0.0296,0.0393,0.0186,0.0,0.0,0.058,0.0,0.0,0.0,0.0,-2117.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,5,2,4,1,1,14,2,6,2,0,5,0
8895,0,225000.0,790830.0,62613.0,675000.0,0.072508,-11641,-376,-1554.0,-4296,3.0,1,1,0,1,0,0,2.0,1,1,19,0,1,1,0,0,0,0.2403130761658845,0.4110658098692224,0.3944954053123993,0.283,0.0694,0.997,0.9592,0.1568,0.36,0.2241,0.5833,0.625,0.0,0.2307,0.1575,0.0,0.0362,0.1134,0.0634,0.997,0.9608,0.0434,0.3222,0.1724,0.5417,0.5833,0.0,0.0992,0.0886,0.0,0.0156,0.2857,0.0694,0.997,0.9597,0.1578,0.36,0.2241,0.5833,0.625,0.0,0.2347,0.1604,0.0,0.0369,0.3615,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,6,2,1,1,1,8,5,5,2,0,4,0
8921,1,225000.0,594121.5,30465.0,472500.0,0.010006,-18006,-3643,-6639.0,-784,7.0,1,1,0,1,1,1,3.0,2,2,11,0,0,0,0,1,1,0.4844789957434613,0.5904986448005032,0.2276129150623945,0.0124,0.0,0.9821,0.7552,0.0029,0.0,0.1034,0.0417,0.0833,0.0,0.0101,0.0148,0.0,0.0,0.0126,0.0,0.9821,0.7648,0.0029,0.0,0.1034,0.0417,0.0833,0.0,0.011,0.0154,0.0,0.0,0.0125,0.0,0.9821,0.7585,0.0029,0.0,0.1034,0.0417,0.0833,0.0,0.0103,0.0151,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,-1536.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,0,0,0,1,6,2,4,1,1,8,1,5,2,0,6,0
8959,0,247500.0,931617.0,39600.0,765000.0,0.020246,-20693,-997,-1588.0,-4004,8.0,1,1,0,1,0,0,2.0,3,3,9,0,0,0,0,0,0,0.5704936896546471,0.5265950746625168,0.7209441499436497,0.0722,0.086,0.9781,0.7008,0.0086,0.0,0.1379,0.1667,0.2083,0.0772,0.0588,0.0672,0.0,0.0,0.0735,0.0893,0.9782,0.7125,0.0087,0.0,0.1379,0.1667,0.2083,0.079,0.0643,0.07,0.0,0.0,0.0729,0.086,0.9781,0.7048,0.0086,0.0,0.1379,0.1667,0.2083,0.0786,0.0599,0.0684,0.0,0.0,0.0576,0.0,0.0,0.0,0.0,-2686.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,1,6,0,1,1,1,0,5,5,2,0,5,0
8973,3,360000.0,1800000.0,74286.0,1800000.0,0.072508,-16652,-956,-889.0,-184,3.0,1,1,0,1,1,0,5.0,1,1,13,0,0,0,0,0,0,0.7947877007002225,0.7167230653578672,0.3344541255096772,0.1108,0.0672,0.994,0.9184,0.0,0.16,0.1034,0.4792,0.0,0.0,0.0904,0.1199,0.0,0.0239,0.1008,0.0401,0.994,0.9216,0.0,0.1208,0.0345,0.25,0.0,0.0,0.0882,0.1205,0.0,0.0,0.1119,0.0672,0.994,0.9195,0.0,0.16,0.1034,0.4792,0.0,0.0,0.0919,0.122,0.0,0.0244,0.0969,0.0,0.0,0.0,0.0,-1758.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,1,6,0,4,1,1,4,0,5,3,0,4,0
8988,0,225000.0,385749.0,35509.5,351000.0,0.018634,-12493,-238,-451.0,-2259,6.0,1,1,0,1,0,1,1.0,2,2,17,0,0,0,0,0,0,0.1601782869122797,0.6814425203382926,0.1082263226697141,0.2598,0.1819,0.998,0.9728,0.1948,0.2,0.1724,0.375,0.4167,0.1455,0.2118,0.2605,0.0,0.0,0.2647,0.1888,0.998,0.9739,0.1966,0.2014,0.1724,0.375,0.4167,0.1489,0.2314,0.2715,0.0,0.0,0.2623,0.1819,0.998,0.9732,0.1961,0.2,0.1724,0.375,0.4167,0.1481,0.2155,0.2652,0.0,0.0,0.2958,0.0,0.0,0.0,0.0,-291.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,6,0,4,3,1,14,2,38,3,0,5,0
9124,0,315000.0,746280.0,49873.5,675000.0,0.032561,-13184,-3472,-7280.0,-4677,10.0,1,1,0,1,0,0,2.0,1,1,10,0,0,0,0,0,0,0.4098355865232808,0.6950708446203779,0.7407990879702335,0.2804,0.1663,0.9781,0.7008,0.0028,0.2,0.1724,0.3333,0.0,0.0644,0.2253,0.2402,0.0232,0.0069,0.2857,0.1725,0.9782,0.7125,0.0028,0.2014,0.1724,0.3333,0.0,0.0658,0.2461,0.2503,0.0233,0.0073,0.2831,0.1663,0.9781,0.7048,0.0028,0.2,0.1724,0.3333,0.0,0.0655,0.2292,0.2445,0.0233,0.0071,0.1904,2.0,0.0,2.0,0.0,-1581.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,1,0,1,1,1,14,3,38,1,0,4,0
9127,0,450000.0,375408.0,29790.0,297000.0,0.018801,-13066,-793,-295.0,-4194,9.0,1,1,0,1,0,1,1.0,2,2,14,0,0,0,0,0,0,0.8085208238163291,0.5981696585452647,0.5585066276769286,0.0557,0.0343,0.9767,0.6804,0.0163,0.04,0.0345,0.3333,0.375,0.0149,0.0454,0.0452,0.0,0.0,0.0567,0.0356,0.9767,0.6929,0.0165,0.0403,0.0345,0.3333,0.375,0.0152,0.0496,0.0471,0.0,0.0,0.0562,0.0343,0.9767,0.6847,0.0164,0.04,0.0345,0.3333,0.375,0.0151,0.0462,0.046,0.0,0.0,0.0445,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,0,1,3,5,0,6,5,3,0,5,0
9245,2,180000.0,648481.5,36337.5,553500.0,0.025164,-14379,-1917,-3630.0,-4965,9.0,1,1,0,1,1,1,4.0,2,2,8,0,0,0,0,0,0,0.7244348340873534,0.4195563555576973,0.5709165417729987,0.1237,0.0982,0.9901,0.8640000000000001,0.0,0.12,0.1034,0.375,0.4167,0.0,0.1009,0.1312,0.0,0.0029,0.1261,0.1019,0.9901,0.8693,0.0,0.1208,0.1034,0.375,0.4167,0.0,0.1102,0.1367,0.0,0.0031,0.1249,0.0982,0.9901,0.8658,0.0,0.12,0.1034,0.375,0.4167,0.0,0.1026,0.1335,0.0,0.003,0.1038,0.0,0.0,0.0,0.0,-1648.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,6,1,4,1,1,11,3,25,2,0,5,0
9256,0,270000.0,1800000.0,55872.0,1800000.0,0.019101,-12905,-5046,-279.0,-2737,1.0,1,1,0,1,1,0,2.0,2,2,17,0,0,0,0,0,0,0.3573288882011223,0.4529512450959276,0.6430255641096323,0.1031,0.1492,0.9846,0.7892,0.0147,0.0,0.2759,0.1667,0.2083,0.0377,0.0841,0.11,0.0,0.1524,0.105,0.1549,0.9846,0.7975,0.0149,0.0,0.2759,0.1667,0.2083,0.0385,0.0918,0.1146,0.0,0.1613,0.1041,0.1492,0.9846,0.792,0.0148,0.0,0.2759,0.1667,0.2083,0.0383,0.0855,0.112,0.0,0.1556,0.0865,0.0,0.0,0.0,0.0,-541.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,6,1,1,1,1,3,5,35,1,0,5,0
9257,0,180000.0,1800000.0,55872.0,1800000.0,0.025164,-22279,-2698,-3223.0,-4588,9.0,1,1,0,1,0,0,2.0,2,2,7,0,0,0,0,0,0,0.5598344456211023,0.5958021223467108,0.6446794549585961,0.1165,0.0386,0.9806,0.7348,0.0169,0.0,0.069,0.1667,0.2083,0.0,0.0933,0.0741,0.0077,0.0224,0.1187,0.04,0.9806,0.7452,0.017,0.0,0.069,0.1667,0.2083,0.0,0.1019,0.0772,0.0078,0.0237,0.1176,0.0386,0.9806,0.7383,0.017,0.0,0.069,0.1667,0.2083,0.0,0.0949,0.0755,0.0078,0.0228,0.0724,7.0,1.0,7.0,1.0,-953.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,6,2,1,1,1,8,1,5,2,0,4,0
9279,1,193500.0,315000.0,16083.0,315000.0,0.0145199999999999,-14674,-5683,-278.0,-362,2.0,1,1,1,1,0,0,3.0,2,2,10,0,0,0,0,0,0,0.3835093075341389,0.4157376296770533,0.4101025731788671,0.2454,0.1426,0.9866,0.8164,0.0,0.32,0.1379,0.4583,0.0417,0.1604,0.2,0.2572,0.0,0.0,0.25,0.148,0.9866,0.8236,0.0,0.3222,0.1379,0.4583,0.0417,0.1641,0.2185,0.268,0.0,0.0,0.2477,0.1426,0.9866,0.8189,0.0,0.32,0.1379,0.4583,0.0417,0.1632,0.2035,0.2618,0.0,0.0,0.2511,0.0,0.0,0.0,0.0,-2734.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0,1,6,2,2,1,4,10,5,37,2,0,4,0
9323,0,162000.0,900000.0,29034.0,900000.0,0.025164,-17228,-5024,-9969.0,-765,4.0,1,1,1,1,1,1,2.0,2,2,11,0,0,0,0,0,0,0.6724002863006213,0.7221257178459057,0.3170317785834444,0.2907,0.1845,0.9861,0.8096,0.1049,0.28,0.2414,0.375,0.4167,0.0,0.2269,0.3132,0.0463,0.0482,0.2962,0.1915,0.9861,0.8171,0.1059,0.282,0.2414,0.375,0.4167,0.0,0.2479,0.3263,0.0467,0.051,0.2935,0.1845,0.9861,0.8121,0.1056,0.28,0.2414,0.375,0.4167,0.0,0.2309,0.3188,0.0466,0.0492,0.3142,1.0,0.0,1.0,0.0,-2719.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,1,1,1,1,1,1,3,4,35,2,0,4,0
9343,1,360000.0,525735.0,48348.0,450000.0,0.032561,-18320,-6979,-7022.0,-1868,3.0,1,1,0,1,0,1,3.0,1,1,13,0,0,0,0,0,0,0.4779426744740053,0.6043715896140639,0.6894791426446275,0.1,0.0962,0.9717,0.6124,0.0371,0.2,0.1724,0.25,0.2917,0.0292,0.0815,0.1473,0.0,0.1546,0.1019,0.0998,0.9717,0.6276,0.0374,0.2014,0.1724,0.25,0.2917,0.0298,0.0891,0.1535,0.0,0.1637,0.101,0.0962,0.9717,0.6176,0.0373,0.2,0.1724,0.25,0.2917,0.0297,0.0829,0.1499,0.0,0.1579,0.1698,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,0,0,1,6,0,1,1,1,10,6,5,2,0,5,0
9378,1,360000.0,544824.0,52663.5,517500.0,0.072508,-13406,-5620,-7534.0,-4837,4.0,1,1,0,1,1,1,3.0,1,1,12,0,0,0,0,0,0,0.5576703395068596,0.7360359303875765,0.7688075728291359,0.1407,0.0662,0.9861,0.8096,0.0662,0.16,0.069,0.6667,0.7083,0.0,0.1139,0.1724,0.0039,0.0024,0.1429,0.0687,0.9861,0.8171,0.0666,0.1611,0.069,0.6667,0.7083,0.0,0.124,0.1792,0.0039,0.0012,0.1421,0.0662,0.9861,0.8121,0.0666,0.16,0.069,0.6667,0.7083,0.0,0.1159,0.1755,0.0039,0.0025,0.1361,0.0,0.0,0.0,0.0,-1570.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,1,0,1,1,0,2,1,1,10,0,42,2,0,4,0
9393,1,202500.0,1973565.0,61389.0,1764000.0,0.030755,-18433,-794,-464.0,-1966,6.0,1,1,0,1,0,0,3.0,2,2,12,0,0,0,0,0,0,0.616287012430218,0.5985427883578625,0.5709165417729987,0.118,0.1216,0.9811,0.6804,0.0121,0.0132,0.2155,0.2188,0.125,0.0491,0.1101,0.0939,0.0077,0.0421,0.063,0.0508,0.9777,0.6798,0.0,0.0,0.2759,0.1667,0.0417,0.0104,0.1175,0.0621,0.0,0.0,0.1353,0.1565,0.9776,0.6847,0.0122,0.0,0.2759,0.1667,0.125,0.0399,0.112,0.0987,0.0078,0.0145,0.0613,0.0,0.0,0.0,0.0,-331.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,6,0,1,1,1,8,4,5,3,0,5,0
9430,1,247500.0,1030680.0,57681.0,900000.0,0.020713,-19143,-3882,-8707.0,-2674,17.0,1,1,0,1,0,1,3.0,3,3,7,0,0,0,0,0,0,0.4545761940770523,0.550999517904994,0.2079641743053816,0.0732,0.0945,0.9856,0.8028,0.0,0.0,0.069,0.1667,0.2083,0.0302,0.0563,0.0677,0.0154,0.0117,0.0746,0.0981,0.9856,0.8105,0.0,0.0,0.069,0.1667,0.2083,0.0309,0.0615,0.0705,0.0156,0.0124,0.0739,0.0945,0.9856,0.8054,0.0,0.0,0.069,0.1667,0.2083,0.0307,0.0573,0.0689,0.0155,0.0119,0.062,1.0,0.0,1.0,0.0,-752.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,1,0,1,6,2,4,1,1,6,5,5,2,0,5,0
